사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
201908,경의선,홍대입구,5,1,681,107,915,687,1367,2153,1969,5256,1526,4189,1492,3504,1590,3735,1816,6070,2127,4998,2402,5383,2854,5041,3561,5034,5024,6279,7069,7631,5479,6016,5333,3399,6589,3255,8187,2264,3541,1979,210,528,0,0,0,0,0,0,20190903
201908,경의선,홍대입구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20190903
201908,공항철도 1호선,홍대입구,227,13,5672,552,6585,3164,10997,8167,15389,22014,14962,20614,16604,16996,17603,19309,17353,25817,17728,24772,18502,24936,20950,24736,24746,25990,29839,31084,36001,40077,29937,32002,27469,19362,32969,16204,35461,14879,18142,12311,1865,4038,0,0,0,0,0,0,20190903
201909,2호선,홍대입구,1275,13,35314,4307,35845,18850,69312,39126,88267,111137,70819,136081,66026,104438,73168,116573,83843,140584,94964,161306,103541,156991,121086,162260,145638,174022,173862,205399,206296,259995,169239,212875,161569,127002,192063,99681,207614,83399,113391,62756,15133,22692,248,2742,0,41,0,0,20191003
201909,경의선,홍대입구,3,1,589,114,1018,771,1477,2103,1709,5836,1573,5830,1551,3826,1450,3647,1811,5009,2253,4602,2561,4881,3083,4689,3665,4542,5237,5760,7087,7158,5272,5465,5100,3336,6289,2568,7202,2099,3332,1786,225,460,3,11,0,0,0,0,20191003
201909,공항철도 1호선,홍대입구,241,10,5217,469,6695,3162,11623,8298,14665,21398,14128,22011,14370,16126,15768,17308,15785,21992,16441,22297,16339,21850,19432,22264,22830,23671,27428,27729,33868,37280,27834,29259,25479,17400,29658,14836,30089,12897,15625,10627,1501,3089,14,32,0,0,0,0,20191003
201910,2호선,홍대입구,1564,38,36291,4917,37683,23442,76205,43419,101048,124361,84294,156145,80023,120192,85752,132494,96018,161447,109425,182239,119334,181102,141341,179915,168470,190859,196206,226147,233452,292828,189027,244036,182212,144964,214800,118676,232716,99973,130628,73015,16977,25432,9,2764,0,0,0,0,20191103
201910,경의선,홍대입구,22,4,630,124,1050,807,1576,2463,2150,6827,1883,6915,1819,4726,1675,4361,2241,5966,2648,5415,3388,5929,3812,5446,4680,5387,6171,6513,8084,8161,5984,5957,5873,3638,7330,3330,7777,2251,3796,2072,261,511,0,0,0,0,0,0,20191103
201910,공항철도 1호선,홍대입구,316,12,6058,553,7496,3622,13003,9585,18028,24711,18175,25797,18590,19746,18224,21112,18015,26381,18982,26666,19912,25588,23244,25709,27703,26281,32686,32335,39676,42610,31012,33155,28853,20663,34059,18174,34334,16020,17838,13558,1790,3686,0,0,0,0,0,0,20191103
201911,2호선,홍대입구,1582,36,35891,4568,36008,21629,72030,40565,97368,118437,80646,148705,73623,111348,79907,123938,90845,149121,102305,170466,109392,169797,129243,173294,157899,188152,191462,227589,221209,289352,175936,239531,171684,136519,208864,107271,232954,90199,131475,67290,17820,23123,14,2424,0,0,0,0,20191203
201911,경의선,홍대입구,11,0,609,99,968,677,1684,2014,2041,6611,1694,6229,1614,4155,1624,3906,2014,5411,2419,4977,2662,5353,3268,5133,4218,5307,5574,6207,7379,8189,5497,5898,5408,3255,6541,2803,7642,2066,3587,1782,274,392,0,0,0,0,0,0,20191203
201911,공항철도 1호선,홍대입구,249,12,5444,571,6705,3395,11922,8790,17068,23298,15575,24339,16311,18471,16682,18531,16898,23636,17327,24244,18270,24277,21083,24217,25303,25248,31192,31580,36964,42206,28374,32365,26108,18891,31223,16038,32880,14010,16805,11956,1664,3527,0,0,0,0,0,0,20191203
201912,2호선,홍대입구,1721,41,40987,4327,37173,22288,70091,39702,90857,117817,75332,143155,74223,118284,88224,142971,98299,178713,110934,203956,122008,201760,146438,201900,177999,216787,211593,250863,237558,305922,198816,248519,194761,145570,234798,115587,264502,96495,149726,72458,20799,28023,578,5544,5,155,0,0,20200103
201912,경의선,홍대입구,10,1,499,80,931,701,1479,1954,1930,7023,1592,6098,1597,4183,1760,4486,2148,6588,2545,5904,3058,6642,3825,5995,4866,6102,6225,7100,7560,8200,5697,6245,5455,3448,6934,2894,8662,2240,3728,1906,257,465,0,0,0,0,0,0,20200103
201912,공항철도 1호선,홍대입구,228,9,5318,508,6749,3653,11237,8172,16039,23534,14785,23395,17062,18672,18110,21073,18629,27855,19735,28231,20868,27794,23532,27878,28040,29356,34631,34679,38590,44085,30549,34057,28328,19962,33259,16767,35015,14876,18209,12543,1774,3824,1,0,0,0,0,0,20200103
202001,2호선,홍대입구,1718,28,38358,3941,35718,18815,66585,34086,85423,106984,67037,124852,63633,96961,74564,121480,83645,157846,95789,181473,102168,176360,122233,179626,147929,189366,180622,211847,215475,265759,176544,215161,170048,123185,206236,97238,226198,78303,125826,58673,16246,21334,235,2123,0,23,0,0,20200203
202001,경의선,홍대입구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20200203
202001,경의선,홍대입구,8,0,461,103,927,675,1304,1730,1913,5864,1453,4782,1335,3372,1511,3972,1923,5807,2363,5262,2705,5343,3059,5086,3895,5136,5137,5706,6667,7314,5444,5318,4902,3217,5919,2685,7069,1969,3212,1580,212,360,0,3,0,0,0,0,20200203
202001,공항철도 1호선,홍대입구,233,7,4988,491,5910,3313,10420,7668,14259,21262,13202,20636,14291,15863,16158,17640,16540,24327,16820,24684,17523,24186,20277,24223,24655,24949,30077,29100,35354,37824,27850,29790,25112,17293,28877,14523,30243,12906,14939,10802,1490,3150,8,36,0,0,0,0,20200203
202002,2호선,홍대입구,980,18,25734,3378,27864,15984,58138,30969,75109,98630,54785,110413,47760,78730,54591,89664,61338,111106,72407,131154,74365,129929,88493,127797,105030,134140,132331,153610,172515,200053,137201,162230,127442,88871,152149,68800,161202,54961,92055,41226,11447,14773,3,1898,1,0,0,0,20200303
202002,경의선,홍대입구,5,0,362,79,667,611,1201,1512,1595,4920,1164,3717,926,2747,1071,2488,1582,3853,1618,3665,1953,3523,2166,3628,2673,3346,3898,4185,5908,5264,4129,4068,3645,2143,4221,1746,4755,1343,2464,1188,146,311,0,0,0,0,0,0,20200303
202002,공항철도 1호선,홍대입구,105,6,3488,388,4401,2553,8382,5959,12206,19150,9518,17878,9753,13466,11790,13680,12148,17911,12573,18643,12615,18322,14655,18259,17852,18695,22366,21974,28996,29730,22389,22773,19451,12284,22131,9938,21759,8725,11240,7178,1105,1956,0,0,0,0,0,0,20200303
202003,2호선,홍대입구,604,6,16697,3310,21770,13922,49164,26334,60410,84930,39210,90813,25677,54722,28418,53434,33500,68682,40942,82641,44620,84651,52083,83030,67013,87020,92833,102689,128536,143783,101692,107700,92977,57023,107180,40292,107479,32533,60184,23794,8141,9264,3,1414,0,0,0,0,20200403
202003,경의선,홍대입구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20200403
202003,경의선,홍대입구,7,0,325,64,585,517,1125,1559,1130,4258,897,3395,636,1718,734,1902,913,2401,1106,2555,1491,2713,1585,2421,2039,2717,3175,3274,4907,3663,3529,2970,2882,1369,3391,1249,3933,821,1785,758,114,220,0,0,0,0,0,0,20200403
202003,공항철도 1호선,홍대입구,65,3,2020,418,2754,2104,6280,5379,8081,15940,5308,15076,3724,9319,4449,8571,5500,11581,6373,12238,6808,12574,8398,11629,10921,11912,16037,14510,21775,20344,17151,15009,15203,7201,16746,5260,16048,4165,8036,3118,788,981,0,0,0,0,0,0,20200403
202004,2호선,홍대입구,599,10,17600,3166,22474,13362,49997,26478,62154,84351,40491,91912,27767,58383,30973,61661,36549,78726,47070,96665,49777,96526,58975,94892,75296,98662,101884,117474,135624,159759,110728,121241,105798,62483,122764,45234,128802,36642,59054,28864,298,6070,0,2,0,0,0,0,20200503
202004,경의선,홍대입구,9,0,348,74,680,553,1168,1623,1253,4371,925,3343,753,2006,778,2223,1057,2675,1286,2960,1547,3244,1659,2643,2339,3049,3526,3798,5116,4264,3865,3239,3333,1571,3849,1352,4729,1066,2136,884,138,296,0,0,0,0,0,0,20200503
202004,공항철도 1호선,홍대입구,69,3,1916,320,2774,2136,6486,5406,8359,16257,5247,15753,3933,9913,4628,9823,5757,13474,7085,14644,7823,14392,9426,13297,12288,13464,17901,17022,23163,22821,18467,16816,17638,7839,19635,5923,20093,4617,8786,3475,601,1009,0,0,0,0,0,0,20200503
202005,2호선,홍대입구,519,4,16849,3488,22025,13883,50721,26951,64827,83691,42626,93331,32047,63111,36270,66955,43023,82004,53619,95520,55578,94506,65319,92867,80429,95320,103125,111782,136389,144910,105253,108153,98462,60401,113108,45802,114627,37573,46763,29981,232,4952,0,0,0,0,0,0,20200603
202005,경의선,홍대입구,2,0,342,77,660,617,1215,1701,1362,4859,975,3649,875,2258,931,2496,1348,2902,1628,3264,1734,3257,1905,2932,2579,3299,3675,3886,5474,4119,3923,3114,3548,1771,3832,1471,4806,1079,1830,995,122,304,0,0,0,0,0,0,20200603
202005,공항철도 1호선,홍대입구,63,3,2273,399,2949,2382,6669,5528,9097,17028,5705,16175,4573,10698,5564,10795,7003,14584,8433,14857,8626,14673,10490,13670,13378,13659,18713,17097,23739,22048,18403,15727,17296,8171,19730,6513,19958,5407,8159,3965,575,1148,0,0,0,0,0,0,20200603
202006,2호선,홍대입구,488,4,15829,3808,23002,15246,58623,32475,71898,96304,45819,105221,33203,66506,37923,67354,44340,79107,53283,93364,55790,88778,65500,89966,81695,93607,105296,114935,141135,160272,105841,117590,98092,61013,116964,45558,118797,38481,48460,30016,253,5252,0,0,0,0,0,0,20200703
202006,경의선,홍대입구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20200703
202006,경의선,홍대입구,3,0,391,78,687,725,1411,2012,1459,5362,1072,4301,974,2324,995,2632,1308,2633,1537,2930,1679,2876,1871,2628,2408,3102,3666,3750,5811,4626,3744,3410,3516,1625,4237,1532,4839,1079,2103,1009,148,389,0,0,0,0,0,0,20200703
202006,공항철도 1호선,홍대입구,106,0,2444,395,3526,2668,7709,6828,10282,19565,6164,17921,4613,10905,5571,10370,7029,13460,8169,14271,8443,13604,10296,13298,13057,13452,18659,17512,25176,24692,18257,18121,17417,8402,21047,6879,20983,5490,9014,4169,665,1211,0,0,0,0,0,0,20200703
202007,2호선,홍대입구,534,13,19523,4118,25713,16185,62509,32173,76437,100236,48646,109670,35902,72593,41876,80251,49550,100242,60380,115766,62712,111972,75129,115207,97054,119184,124156,145500,161305,195940,121127,142666,117844,71239,145640,53950,158117,45389,67167,36000,397,6414,1,1,1,2,0,0,20200803
202007,경의선,홍대입구,13,0,490,57,668,694,1461,2082,1688,5492,1139,4448,990,2413,1117,2748,1357,3259,1646,3651,1886,3571,2053,3466,2791,3863,4256,4795,6363,5535,4128,4005,3908,2044,4987,1706,6110,1346,2596,1172,210,507,0,0,0,0,0,0,20200803
202007,공항철도 1호선,홍대입구,117,6,2788,452,3783,2981,8388,6830,11191,20204,6939,18414,5230,12602,6602,13079,7875,17119,9698,18666,10101,17444,12412,17814,16065,17425,21992,22042,28934,31226,21371,21085,20753,9590,25987,7732,27369,6563,12297,4707,884,1426,2,2,0,0,0,0,20200803
202008,2호선,홍대입구,594,12,16863,3577,22529,14345,51958,27470,62817,85059,42309,93414,31623,64700,38476,71394,47361,89933,54157,101504,56571,97285,65830,96062,81152,96569,105280,113837,135122,150617,106094,110891,97494,58493,113933,43014,118492,36618,48193,27264,244,4434,4,4,0,0,0,0,20200903
202008,경의선,홍대입구,17,0,352,71,607,629,1196,1644,1455,4736,1065,3507,964,2405,1023,2554,1214,3316,1454,3293,1661,3209,1822,2795,2375,3280,3577,3681,5398,4209,3555,3010,3300,1592,3923,1413,5083,1019,1894,882,134,323,0,0,0,0,0,0,20200903
202008,공항철도 1호선,홍대입구,83,2,2449,356,3576,2541,7038,5631,9445,16581,6165,15446,5341,11465,6508,12106,8200,15566,9037,16739,9482,14873,11152,14800,13608,14599,18253,17150,24632,23265,18626,15863,16629,8027,18975,6327,20416,5306,8381,3947,627,1142,1,1,0,0,0,0,20200903
202009,2호선,홍대입구,462,5,12454,3511,19130,13288,50156,27436,60030,80229,39289,85427,27787,52760,30761,52602,37688,64507,43624,74152,46739,74031,54655,76515,67855,79795,90430,95012,116984,130160,88729,91671,84044,47742,94386,37372,76432,27354,29005,19921,189,3055,0,0,0,0,0,0,20201003
202009,경의선,홍대입구,8,1,299,46,548,549,1092,1645,1316,4713,923,3254,829,2095,823,2086,1042,2151,1344,2408,1518,2561,1718,2421,2219,2674,3443,2913,5158,3620,3298,2726,3052,1353,3483,1306,3326,845,1377,733,82,267,0,0,0,0,0,0,20201003
202009,공항철도 1호선,홍대입구,81,5,2137,380,3267,2506,6571,5738,8509,16466,5811,14096,4237,9630,4912,9328,6380,11640,7233,12131,7794,12003,9439,12114,11733,12004,16268,14465,22374,20197,16511,13433,15718,6797,16977,5926,14897,4302,6018,2959,395,855,0,0,0,0,0,0,20201003
202010,2호선,홍대입구,624,12,17977,3382,22805,13978,54503,28616,67545,87707,44983,95808,33557,65626,39103,72168,47599,96346,58846,110070,60472,107339,72286,109633,91454,112505,118595,137036,150985,179876,114767,133382,108287,69202,127677,51446,132980,42663,56375,32697,464,5993,46,27,0,7,0,0,20201103
202010,경의선,홍대입구,6,0,366,40,704,645,1321,1885,1431,5444,1078,4064,1085,2807,1068,3026,1368,3427,1716,3691,1908,3638,2308,3494,2897,3822,4270,4348,6153,5289,4270,3683,3771,1936,4621,1803,5536,1264,2376,1097,151,347,0,0,0,0,0,0,20201103
202010,공항철도 1호선,홍대입구,101,5,2468,311,3395,2714,7388,5756,9823,18051,6824,16971,5290,11737,6402,13552,7892,16504,9099,18937,10370,16778,12601,17420,16161,17996,21558,20570,27422,28218,21103,19174,19515,8949,22516,7316,24102,6360,10411,4588,803,1329,1,4,0,0,0,0,20201103
202011,2호선,홍대입구,618,9,17254,3162,22653,14566,56956,29922,72836,90173,47411,101850,33911,66983,39825,69309,48766,85433,57657,100170,58753,98868,70831,100685,89829,106207,118185,131039,145323,177624,108975,126297,104731,62786,126317,48629,118447,38103,47948,28054,276,4904,3,2,1,0,0,0,20201203
202011,경의선,홍대입구,20,1,291,51,735,597,1337,1892,1557,5472,1183,3767,1017,2594,1043,2755,1361,2935,1682,3231,1845,3324,2101,2917,2757,3709,4326,4212,5699,4990,3751,3475,3495,1741,4373,1644,4131,1125,1810,923,133,319,0,1,0,0,0,0,20201203
202011,공항철도 1호선,홍대입구,91,2,2363,361,3373,2940,7596,6114,10668,18519,7233,18006,5428,11753,6383,12316,8071,14565,9418,17112,10043,14837,12374,15910,15413,16779,21173,19594,26441,28025,20064,18287,18740,8280,21636,6938,19789,5911,8564,4291,639,1181,3,3,0,0,0,0,20201203
202012,2호선,홍대입구,242,6,8603,2802,16448,12777,46240,26719,60611,78141,38487,83472,27851,53849,33022,49625,40078,56374,44282,64400,48388,66619,55426,66860,67091,71016,85749,79880,104815,106091,77834,70017,80522,36610,87617,34471,27062,17761,7627,9418,47,951,0,0,2,2,0,0,20210103
202012,경의선,홍대입구,11,0,133,53,551,528,1030,1914,1321,4852,844,3325,866,1963,918,1807,1135,1940,1301,2111,1587,2181,1736,2011,2156,2360,3268,2212,4267,2783,2770,1953,2632,939,4364,1198,1085,616,364,440,5,41,0,0,0,0,0,0,20210103
202012,공항철도 1호선,홍대입구,65,2,1594,299,2737,2536,6381,5411,8786,16100,5782,14662,4519,9544,5273,8352,6464,9224,7308,10324,7898,9739,9381,10238,11309,10903,15054,12011,19398,16559,14040,10443,13501,5497,15352,5873,5183,3644,1902,2166,104,482,2,2,0,0,0,0,20210103
202101,2호선,홍대입구,193,1,7898,2533,15819,11408,44933,24093,58939,76180,37703,83069,26844,56525,32137,57859,38936,70058,45124,80111,49711,81817,59251,82335,72798,84489,93608,92080,116151,113734,89920,71848,108824,37811,129324,39748,28431,19074,7670,9310,58,1312,0,0,0,0,0,0,20210203
202101,경의선,홍대입구,3,0,118,43,448,442,1050,1775,1197,4844,864,2989,796,2076,884,2106,1073,2454,1312,2525,1567,2482,1728,2265,2286,2751,3295,2176,4519,2921,2863,2098,3193,992,5465,1330,1212,667,422,394,3,44,0,0,0,0,0,0,20210203
202101,공항철도 1호선,홍대입구,42,2,1576,309,2549,2360,6434,5322,8596,15965,5543,13959,4539,9752,5157,10032,6707,11571,7532,12862,8384,12314,10340,12314,12835,12734,16882,13798,20869,17558,15639,11032,17807,5904,22173,6676,5642,3979,2034,2198,119,475,0,0,0,0,0,0,20210203
202102,2호선,홍대입구,179,3,7746,2199,14946,10266,42211,21853,55953,71274,36604,80753,27484,59046,33753,72007,41480,94681,49012,108001,55369,107118,68385,109145,87155,108865,109373,114214,132929,131773,106959,83946,121604,40328,156874,38370,85050,27251,12217,12973,70,1535,0,0,0,0,0,0,20210303
202102,경의선,홍대입구,2,0,177,56,418,447,959,1319,1359,4179,925,2779,879,2183,837,2414,1230,3064,1404,3149,1753,3423,1959,2992,2755,3461,3726,2850,4775,3663,3373,2513,3469,1167,4921,1399,2579,965,560,470,3,66,0,0,0,0,0,0,20210303
202102,공항철도 1호선,홍대입구,66,5,1491,279,2792,2254,6107,4793,8150,14860,5947,13678,4798,10389,5601,12885,7420,15716,8690,18043,9972,16087,12535,16562,15993,16776,20530,16961,24487,20705,19095,12661,20750,6097,26860,6412,14030,5181,2701,2740,132,582,0,0,0,0,0,0,20210303
202103,2호선,홍대입구,195,6,9869,2770,19841,12895,56626,31830,72192,93954,45502,101475,32910,68695,38587,76712,47405,97191,57020,109543,61714,107418,74426,109302,95728,118438,121392,143062,152504,180663,118606,116960,115505,52896,162356,39535,163115,42898,19565,19349,75,2299,0,0,0,0,0,0,20210403
202103,경의선,홍대입구,0,0,280,94,516,575,1438,2168,1730,5721,1112,3712,964,2741,1070,2424,1434,3184,1624,3299,2007,3415,2247,3159,2999,3884,4527,3913,5806,4875,3889,3433,3597,1482,4910,1527,5283,1509,926,719,8,82,0,0,0,0,0,0,20210403
202103,공항철도 1호선,홍대입구,92,7,2072,363,3432,2869,8408,6909,10417,19631,7079,18465,5359,12416,6217,13613,8163,16685,9873,18666,10826,16500,13549,17025,17779,18261,22445,21028,28803,28553,22010,16888,20664,7541,27805,6741,27279,7212,4540,3792,174,761,0,0,0,0,0,0,20210403
202104,2호선,홍대입구,231,3,10276,2834,20110,13400,57032,33855,73116,95058,45709,101760,33555,67649,38062,72394,47253,90740,56454,101962,59631,99572,70667,100412,90563,107648,114981,132990,146843,176653,111473,114518,106450,51829,149997,38117,154158,42689,19950,21089,112,1937,0,0,0,0,0,0,20210503
202104,경의선,홍대입구,3,1,274,98,570,671,1339,2308,1706,5554,1206,3669,860,2569,1050,2280,1381,3033,1697,3182,2062,3413,2109,2907,2853,3813,4300,3822,5545,5054,3655,3494,3463,1471,4852,1508,5265,1597,1021,723,10,79,0,0,0,0,0,0,20210503
202104,공항철도 1호선,홍대입구,86,1,2192,333,3398,2634,8484,6562,10607,20349,6829,18985,5667,12956,6277,13349,8383,16288,9830,17986,11181,15868,13657,16273,16745,17940,22560,20726,28110,28676,21660,17368,20466,7848,27370,6825,27500,7760,5085,3918,219,814,0,0,0,0,0,0,20210503
202105,2호선,홍대입구,268,9,10570,2936,19246,13599,50715,31709,66932,85955,44676,96648,33539,73298,39491,88327,50629,113679,61142,126296,67798,123664,82667,122365,105061,127500,129854,147098,154296,177220,125590,112402,125220,53948,174251,40419,176931,44595,24121,21100,101,2276,0,0,0,0,0,0,20210603
202105,경의선,홍대입구,1,0,295,119,591,626,1315,2002,1596,5306,1161,3589,1048,2877,1057,2863,1548,4008,1858,4193,2383,4453,2504,3785,3323,4664,4759,4438,5999,5530,4278,3654,4001,1794,5393,1602,6104,1765,1093,830,13,100,0,0,0,0,0,0,20210603
202105,공항철도 1호선,홍대입구,91,2,2312,367,3538,2510,7801,6041,10091,18646,6973,17899,6056,14760,7078,17531,9412,21269,11681,23831,13687,20841,16558,21397,20482,22068,25444,23568,30716,28994,24794,17880,23883,8201,31465,7124,31392,8110,5521,4067,242,912,0,0,0,0,0,0,20210603
202106,2호선,홍대입구,258,10,11271,2975,20930,14080,56687,34231,74842,96590,46502,105606,34996,74012,40033,82452,50771,103474,59356,113715,64308,109893,79136,112375,98663,120598,121883,143318,152578,181911,116775,115297,116231,53077,167876,39418,168232,44748,25242,22255,124,2378,0,0,0,0,0,0,20210703
202106,경의선,홍대입구,3,0,345,107,627,769,1336,2159,1679,5847,1268,3936,1026,2738,1072,2746,1450,3588,1760,3571,2163,3785,2405,3318,3059,4158,4507,4163,6050,5316,4097,3600,3778,1576,5378,1431,6023,1664,1281,804,16,64,0,0,0,0,0,0,20210703
202106,공항철도 1호선,홍대입구,115,7,2363,340,3893,2733,8714,6593,11183,21271,7354,19327,5902,14429,6682,16126,9147,19216,10588,21021,12284,18111,15175,18539,18247,20272,23889,22078,29968,30320,22921,18268,22817,7917,31244,6887,31030,7986,6597,4273,306,986,0,0,0,0,0,0,20210703
202107,2호선,홍대입구,215,6,10092,3044,19556,13652,52333,29156,66634,87785,42382,95365,31191,64149,35469,67399,44406,81187,51889,86444,54359,82153,64786,82207,79023,83813,105106,97059,133286,131645,94954,85812,86088,43003,110943,32879,93848,32797,12856,15843,78,1668,1,1,0,0,0,0,20210803
202107,경의선,홍대입구,0,0,261,112,580,712,1256,2035,1480,5239,1110,3625,913,2204,953,2117,1235,2787,1512,2703,1703,2660,1783,2286,2464,2821,3881,2874,5411,3866,3303,2785,2795,1295,3766,1218,4013,1212,783,518,7,59,0,0,0,0,0,0,20210803
202107,공항철도 1호선,홍대입구,84,2,2255,403,3607,2743,7930,5899,9926,19464,6709,18172,5184,12690,6312,13194,7806,15403,9502,15797,10484,13381,12186,13661,14361,14227,20096,16025,25883,22084,18838,14039,16821,6727,20692,5888,18891,6285,3494,3356,144,634,0,1,0,0,0,0,20210803
202108,2호선,홍대입구,178,6,9564,2733,17628,12755,47758,28011,61404,80466,40498,91605,30105,66092,35379,77564,44868,99917,51960,102479,56993,97031,69241,92354,86259,91421,117422,101545,147714,131248,106107,83198,104619,41114,125516,32325,83053,27180,11607,13219,58,1189,1,1,0,0,0,0,20210903
202108,경의선,홍대입구,2,1,232,129,586,553,1034,1814,1327,5018,1081,3316,900,2540,998,2427,1295,3255,1437,3623,1898,3286,2039,2954,2698,3366,4348,3339,5969,4000,3713,2789,3402,1260,4409,1448,3815,1048,703,480,13,53,0,0,0,0,0,0,20210903
202108,공항철도 1호선,홍대입구,103,3,2195,336,3385,2722,7337,5277,9574,18467,6429,17517,5306,13099,6439,15589,8090,18680,10033,19542,11407,16116,13468,15742,16126,15662,22736,17264,28863,22053,21223,13779,20463,6540,23057,6018,16272,5562,3053,2965,140,628,0,0,0,0,0,0,20210903
202109,2호선,홍대입구,213,7,9411,2511,17455,12857,46466,28448,59686,79142,39853,88341,29989,64676,35118,76531,43893,97979,51947,104356,58203,99656,70624,100343,89863,102571,114314,117196,141592,140050,109017,89012,107716,43260,131820,34137,104336,31029,15185,15191,62,1652,1,2,0,0,0,0,20211003
202109,경의선,홍대입구,4,0,235,107,602,521,1148,1672,1389,4874,1099,3376,947,2756,998,2420,1305,3378,1569,3482,1960,3273,2089,2921,2820,3576,4331,3502,5753,4315,4007,2834,3529,1508,4535,1455,4475,1236,897,627,17,67,0,0,0,0,0,0,20211003
202109,공항철도 1호선,홍대입구,122,7,2229,254,3208,2524,7443,5409,9154,18355,6240,16848,5402,13272,6213,15044,8151,18554,10000,19828,11249,16626,13736,16645,16824,17423,22695,18917,28406,23341,22121,14269,20692,6691,24532,6157,20120,5878,3662,3256,148,704,0,0,0,0,0,0,20211003
202110,2호선,홍대입구,264,6,10513,2881,18994,13896,49691,30072,64809,85688,44399,96654,34248,71630,40265,87124,51007,112173,61246,119778,66805,117289,81118,116283,101917,119865,130181,140897,158637,168429,119904,104778,115564,50967,152240,37308,157307,40795,21683,19725,123,2295,0,0,0,0,0,0,20211103
202110,경의선,홍대입구,4,1,195,95,514,485,1166,1804,1485,5437,1130,3558,1099,3060,1033,2985,1508,4056,1890,4125,2137,3817,2534,3742,3289,4407,4824,4135,6182,5161,4246,3512,3818,1620,4896,1610,5595,1517,1037,785,17,88,0,0,0,0,0,0,20211103
202110,공항철도 1호선,홍대입구,131,2,2294,236,3598,2502,7904,5721,10195,19367,6765,18835,6130,14736,7037,17873,9238,21117,11388,22503,13328,19451,16261,19479,20075,20403,26207,22151,31496,28030,24280,16785,22558,7866,27552,6881,28152,7488,4467,3969,237,833,1,2,0,0,0,0,20211103
202111,2호선,홍대입구,597,15,17654,3166,23316,14230,58051,33317,76468,96811,48418,108607,35906,73825,41566,83323,51284,103910,60282,114963,66003,112328,79806,114071,101706,124469,133902,152072,162353,200044,121666,132392,115832,66214,141172,49141,147182,41643,61011,30132,496,6611,2,1,0,0,0,0,20211203
202111,경의선,홍대입구,5,1,239,114,619,556,1405,1825,1667,6179,1198,3896,1056,3148,1061,2859,1519,3552,1827,3835,2061,4105,2467,3697,3218,4429,5050,4461,5963,5941,4192,3798,3722,1815,4631,1774,4856,1414,2014,1024,50,162,0,0,0,0,0,0,20211203
202111,공항철도 1호선,홍대입구,136,2,2661,268,3921,2550,8812,6375,11729,21744,7737,20505,6408,15623,7418,16834,9515,19972,11085,21423,12783,19020,16149,18857,19626,20403,26728,24426,31553,33374,24220,20268,22268,8823,26022,7420,25677,7017,10464,4912,743,1321,2,2,0,0,0,0,20211203
202112,2호선,홍대입구,404,13,13308,2912,20697,13805,55295,33292,72226,99073,46375,109087,35300,75245,43361,88158,54068,111465,63353,123082,71754,122840,88655,125135,111270,129759,140560,150298,165930,183073,128063,115007,142561,56861,186155,51687,108336,35568,34231,23049,251,3673,0,1,0,0,0,0,20220103
202112,경의선,홍대입구,2,0,252,147,570,476,1323,1770,1695,6553,1130,4334,1090,3146,1271,3105,1582,3914,1940,4195,2290,4291,2713,3855,3420,4666,5115,4405,5948,5015,3986,3296,4050,1646,5572,1965,4266,1251,1265,803,17,110,0,0,0,0,0,0,20220103
202112,공항철도 1호선,홍대입구,120,4,2362,237,3706,2509,8642,6209,11331,21506,7439,21252,6308,15380,7601,17431,10139,21190,11960,22459,13376,20179,16729,20306,20904,21984,27152,23923,31419,31000,24333,18223,26087,8144,31901,8348,19367,6466,6553,3934,453,939,0,0,0,0,0,0,20220103
